"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
262143,262143,34948.5,6792.96,5089.5,5560.62,6153.42,149190,1567.5,262143,130.2
262143,189474,15879.8,4161.5,2220.75,5470.14,3160.56,84811.7,660.75,180587,130.3
133221,158179,5895.7,15240.7,2175.75,2037.36,1949.22,18774.6,639.75,6795.36,130.3
161737,218408,7927.44,14642.7,4248.75,4522.44,4598.1,75714.6,1464,25216.6,130.8
197276,121126,2062.48,482.56,2613.75,4588.74,3212.82,23877.4,808.5,17759,130.8
262143,176801,2744.56,807.36,1608.75,1935.18,2090.4,36934.6,475.5,25070.8,131
262143,187863,7266.24,1624.58,4128.75,5352.36,4368,49668.1,1119,80051.4,131.1
262143,262143,16006.3,6493.1,4948.5,4629.3,6298.5,134455,1326.75,174537,131.2
262143,165367,47812.9,13030.3,2797.5,3359.46,3818.88,234512,824.25,262143,131.3
262143,262143,7085.86,2137.3,6972.75,7561.32,8721.96,111576,2225.25,70435.6,131.3
47333.4,106858,1643.72,430.36,1476,1241.76,1104.48,9898.2,471.75,16894.8,131.3
221797,207806,2509.08,915.82,3421.5,3968.64,3552.9,34242,834,22749.5,131.4
75957.4,94556.3,2886.08,581.16,1442.25,2696.46,1545.18,25414.7,419.25,30992.5,132
262143,171710,11511.3,2382.06,2337,7016.1,3238.56,64143.3,632.25,128600,132.6
99176,107755,578.84,710.5,1002,1196.52,1669.2,36491.5,297,5339.88,132.7
191218,141275,7793.46,1615.88,1660.5,6233.76,2549.04,43808.7,390.75,94144.4,133.2
262143,208518,16619.9,3351.82,4538.25,8213.4,5747.82,93516.5,1133.25,188282,133.6
221464,141257,5450.26,903.64,1365,1919.58,1521,26580.1,335.25,61558.4,133.7
262143,160674,12004.3,2371.62,2554.5,4648.02,2531.88,64250.2,529.5,141409,134.2
262143,182128,2454.56,1617.62,1911.75,11997.2,4313.4,75947,387.75,28396.7,134.3
91925.8,92211.6,5062.82,12441,2192.25,2069.34,2082.6,19294.1,785.25,6315.66,134.5
169893,216409,4910.86,1390.26,4018.5,4763.46,4192.5,56635.8,1051.5,40223,134.6
262143,226194,15438.4,36526.1,4425.75,4400.76,3953.04,36165.5,1425.75,18308.2,134.9
230901,124499,2596.08,481.98,2048.25,1928.16,2164.5,19507,597,27719.6,135.2
262143,262143,10879.6,1876.3,4473,4865.64,4687.02,51638.3,1345.5,110304,135.3
246554,69296,1592.68,476.18,1050,5473.26,1834.56,29219.6,225.75,18786.3,135.4
257317,179955,4487.46,1019.06,1686,1798.68,1942.98,35860.5,486,50212.5,135.6
262143,210343,8640.84,1634.44,2910.75,5464.68,3573.18,56719.3,832.5,84933.4,135.7
262143,153052,3781.02,1668.66,1656.75,2297.88,2424.24,46073,503.25,36145.2,136.1
262143,262143,13770.9,2612.9,4043.25,10214.9,5298.54,79886.8,1119.75,160274,136.4
135417,130774,3213.78,577.1,1716.75,2687.88,2021.76,21216,551.25,35331.7,136.4
262143,262143,24224.9,4468.32,5263.5,10684.4,6690.84,130013,1413,262143,136.5
83899.8,54281,782.42,158.92,600,1903.2,758.16,8767.98,152.25,8041.8,137
262143,179458,7446.04,1322.98,2270.25,2468.7,2574.78,36946.3,699.75,76589.8,137.2
111035,199344,7458.8,1718.54,2244,4752.54,3052.14,48373.3,710.25,88370.1,138.4
168703,90468.3,1727.82,516.2,1585.5,3136.38,1774.5,20297.2,455.25,13825.5,138.5
240799,161759,2123.96,838.1,3414,38971.9,7484.1,38819,543.75,20414.9,138.8
180005,262143,16171,3318.18,5347.5,5477.94,5813.34,88095.5,1483.5,191190,138.9
221218,128592,5076.16,909.44,2637,4948.32,2778.36,21405.5,636.75,53532.2,139
181854,242101,4453.82,1612.98,3401.25,11867.7,4602,57479,984,50015.2,139
262143,82434.3,1187.84,446.6,2118,7910.76,2644.98,19038.2,441,8056.62,139.2
262143,216232,9452.84,1757.98,3666,16635.8,4917.12,48739.9,855,104653,139.6
237425,119636,1321.24,341.04,1971,4551.3,2577.12,18440.8,593.25,12824,139.8
262143,116680,8241.22,21084.2,2772.75,2846.22,2923.44,45850,862.5,6942.78,140
83547.5,219328,4151.06,990.06,4653.75,4583.28,4417.14,40590.4,1442.25,41475.7,140.1
262143,262143,13176.4,2628.56,5095.5,10656.4,6375.72,92173.4,1473,137331,140.2
142450,155665,3287.44,537.08,2544.75,4135.56,2559.96,16328.5,772.5,30608,140.5
99280.7,112063,890.3,335.24,1518.75,6034.86,2130.96,21562.3,385.5,6247.8,140.8
262143,236456,18485.2,3345.44,3516.75,7647.9,3793.14,76473.5,1086.75,221834,140.9
262143,200809,3096.62,8287.04,4047,4403.88,3738.54,25155,1309.5,5113.68,140.9
235766,220569,6824.86,1544.54,3543.75,11268.7,3781.44,41753.4,765.75,79432.9,141.3
157811,162466,15154.2,2503.86,2088.75,5946.72,2450.76,61396.1,552,171619,141.7
95788.9,127310,4978.14,865.36,2064,3630.12,1887.6,20454.7,585,45881.9,143.8
201740,165291,6839.36,2498.64,3000,5013.06,3229.98,46259.5,986.25,74265.4,143.8
191642,111918,6081.3,15700,2305.5,2481.96,2910.18,64527.8,734.25,5852.34,146.5
262143,260312,10072.9,2212.7,3436.5,20677.8,5585.58,70171.1,720.75,120581,147.6
212425,117646,280.72,400.2,1487.25,4665.18,2323.62,29516,396,1563.12,148.5
234814,103721,3272.36,675.7,1049.25,1738.62,1432.86,23066.9,351.75,39164.6,148.7
262143,262143,21231.5,4490.94,3841.5,6224.4,5279.82,125127,1107,262143,150.3
262143,260780,7230.28,1832.8,3932.25,6726.72,5172.96,74858.9,1268.25,75689.6,150.6
169329,91005.7,6117.26,977.88,1311,1911.78,1497.6,24968.6,425.25,62607.5,150.9
