"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
97728.2,60809.6,3197.54,7292.92,1235.25,1237.86,1346.28,11242.1,565.5,2482.74,431.1
262143,262143,1325.88,1276.58,7354.5,52150.8,12802.9,55841,1917.75,5290.74,431.3
262143,156335,6852.7,14221,3298.5,3155.1,3606.72,43167.5,1371.75,5492.76,435.8
130950,76863.5,2256.2,5175.92,1581,1829.1,1597.44,4857.84,584.25,1875.12,436.5
180876,166635,5308.16,10270.6,4272.75,4633.2,4376.58,13639.9,1359.75,8761.74,438.8
257237,192804,4176,7052.22,4508.25,4594.2,4743.18,18480.5,1389,8078.46,439.1
159844,78071.8,2501.54,6441.48,1926.75,2059.2,1499.94,6947.46,667.5,2627.82,439.1
243005,133641,3538,7345.7,3142.5,3486.6,2899.26,8503.56,1143,2991.3,439.6
162153,96406.4,4093.64,10156.4,2532,2708.94,2541.24,13688.2,885,3719.04,441.2
150651,103323,5878.88,13762.2,2719.5,3060.72,2851.68,21904,978,3941.34,442.2
262143,262143,1687.22,649.02,2859.75,13412.1,4141.8,25787.6,957.75,14799.7,442.5
95652.9,40989.8,2407,6089.42,899.25,930.54,866.58,8579.22,295.5,1303.38,443.3
246195,139044,8168.14,19039.1,3663,3691.74,3372.72,21865.7,1284.75,5523.18,443.9
107257,262143,3638.92,5023.96,6464.25,6145.62,5115.24,10249.2,2750.25,6329.7,444.2
101277,98897,3978.22,8464.52,2508.75,2589.6,2780.7,25192.4,863.25,4442.1,444.4
262143,208169,10386.6,24181.9,4496.25,4460.82,5180.76,81909.4,1512.75,11119.7,444.5
106600,103756,5010.62,13103.9,2343,2439.84,2298.66,12124.3,795,3588.78,444.7
33688.6,91490.1,811.42,1529.46,1501.5,1750.32,1254.24,2184.78,594.75,1763.58,447.7
218107,186047,3797.26,7709.94,4684.5,3505.32,3531.84,13169.5,1845,5964.66,451.9
142618,149563,2792.7,7422.26,1872,1698.84,1639.56,10273.4,662.25,2980.38,452.7
130922,102186,5969.36,13228.1,1724.25,2072.46,2173.08,19789.4,635.25,2243.28,453
87035.2,120349,6172.36,14237.8,2685,2558.4,2359.5,8722.74,947.25,4385.94,455.1
229991,176902,11599.4,28594,3385.5,3025.62,3500.64,37845.6,993,7068.36,455.7
262143,206617,15446,36776.6,4797.75,4962.36,4804.02,35097.7,1707.75,7227.48,456.2
262143,262143,1386.78,1173.92,4698,23604.4,7716.54,47586.2,1501.5,13784.2,456.4
